_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
pleisti01,2-Nov-89,"Bergisch Gladbach, Germany",0.2,44,0,100,12,3.5,2,1.3,-0.1,44,,31st overall,2nd round,New Jersey Nets,2010,3-Jul,,Tibor Pleiss,Center,Right,256lb
pondequ01,10-Mar-88,"Fresno, California",0.7,42.3,35.6,74.6,355,9.8,4.5,1.8,9.7,50.1,University of Washington,26th overall,1st round,Oklahoma City Thunder,2010,7-Jun,"San Joaquin Memorial in Fresno, California",Quincy Pondexter,Small Forward and Shooting Guard,Right,230lb
rautian01,2-Nov-86,"Syracuse, New York",0.6,42.9,25,50,5,-1.2,1.6,0.2,-0.2,50,Syracuse University,38th overall,2nd round,New York Knicks,2010,4-Jun,"Jamesville-DeWitt in DeWitt, New York",Andy Rautins,Shooting Guard,Right,190lb
reidry01,30-Oct-86,"Lauderdale Lakes, Florida",0,80,-,-,5,17.6,1.6,0.4,0.1,80,Florida State University,57th overall,2nd round,Indiana Pacers,2010,8-Jun,"Boyd Anderson in Lauderdale Lakes, Florida",Ryan Reid,Power Forward,Right,232lb
sandela01,21-Nov-88,"Fort Pierce, Florida",0.7,48,0,55.3,238,15.4,6.4,5.7,10.3,48,Virginia Commonwealth University,15th overall,1st round,Milwaukee Bucks,2010,11-Jun,"Port St. Lucie in Port St. Lucie, Florida",Larry Sanders,Power Forward and Center,Right,235lb
serapke01,7-Dec-89,"Cayenne, French Guiana",0.6,48.9,0,71.5,423,12.1,5.9,3.5,5.9,48.9,,17th overall,1st round,Chicago Bulls,2010,9-Jun,,Kevin Seraphin,Power Forward and Center,Right,285lb
stephla01,5-Sep-90,"Brooklyn, New York",2.9,44.4,31.5,68.5,508,12.1,8.6,4.2,16.7,48.8,University of Cincinnati,40th overall,2nd round,Indiana Pacers,2010,6-Jun,"Abraham Lincoln in Brooklyn, New York",Lance Stephenson,Small Forward and Shooting Guard,Right,230lb
sypa01,5-Apr-88,"Loudeac, France",0.7,33.3,0,100,3,9.2,2.3,1,0,33.3,,53rd overall,2nd round,Atlanta Hawks,2010,7-Jun,,Pape Sy,Small Forward,Right,225lb
turneev01,27-Oct-88,"Chicago, Illinois",3.5,43.5,29.6,78.1,686,12,9.9,4.7,20.5,45.6,Ohio State University,2nd overall,1st round,Philadelphia 76ers,2010,7-Jun,"St. Joseph in Westchester, Illinois",Evan Turner,Small Forward and Shooting Guard and Point Guard,Right,220lb
udohek01,20-May-87,"Edmond, Oklahoma",0.7,45.3,0,71.8,384,12,3.5,2.9,10.4,45.3,"University of Michigan, Baylor University",6th overall,1st round,Golden State Warriors,2010,10-Jun,"Sante Fe in Edmond, Oklahoma",Ekpe Udoh,Power Forward and Center,Right,245lb
varnaja01,1-Mar-88,"Fairfax, Virginia",0.4,58.2,-,51.8,37,11.5,2.9,1.9,0.7,58.2,Mississippi State University,41st overall,2nd round,Miami Heat,2010,9-Jun,"Haywood in Brownsville, Tennessee",Jarvis Varnado,Power Forward,Right,230lb
vasqugr01,16-Jan-87,"Caracas, Venezuela",4.8,41.8,34.9,81.7,401,13.7,9,2.5,12.6,48,University of Maryland,28th overall,1st round,Memphis Grizzlies,2010,6-Jun,"Montrose Christian School in Rockville, Maryland",Greivis Vasquez,Point Guard and Shooting Guard,Right,217lb
walljo01,6-Sep-90,"Raleigh, North Carolina",9.2,43.3,32.4,78.1,573,19.4,19,4.3,44.3,46.2,University of Kentucky,1st overall,1st round,Washington Wizards,2010,4-Jun,"Word of God Academy in Raleigh, North Carolina",John Wall,Point Guard,Right,210lb
warrewi01,22-Oct-89,"Dallas, Texas",1.4,37.1,33.3,75,19,10.8,1.9,0.6,0.2,44.3,University of Oklahoma,54th overall,2nd round,Los Angeles Clippers,2010,4-Jun,"North Crowley in Fort Worth, Texas",Willie Warren,Point Guard,Right,203lb
whiteha01,13-Jun-89,"Gastonia, North Carolina",0.6,57.4,22.2,59.3,343,24.1,13.4,11.4,36.8,57.5,Marshall University,33rd overall,2nd round,Sacramento Kings,2010,Jul-00,"The Patterson School in Patterson, North Carolina",Hassan Whiteside,Center,Right,265lb
williel01,20-Jun-89,"Memphis, Tennessee",0.9,42.1,31,66.9,109,9.5,4.9,1.5,0.7,48,"Duke University, University of Memphis",22nd overall,1st round,Portland Trail Blazers,2010,5-Jun,"St. George's Independent School in Collierville, Tennessee",Elliot Williams,Point Guard and Shooting Guard,Left,190lb
allenla01,4-Feb-89,"Morrisville, Pennsylvania",1,47.1,13.3,68.2,388,12.5,4.8,4.8,13.8,47.2,Temple University,50th overall,2nd round,Philadelphia 76ers,2011,9-Jun,"Pennsbury in Fairless Hills, Pennsylvania",Lavoy Allen,Power Forward and Center,Right,260lb
bensoke02,13-Aug-88,"Cleveland, Ohio",0,0,-,-,3,6,0,1,0,0,Oakland University,48th overall,2nd round,Atlanta Hawks,2011,11-Jun,"Detroit Country Day School in Beverly Hills, Michigan",Keith Benson,Center,Right,240lb
bertada01,12-Nov-92,"Valmiera, Latvia",1,44.4,40.4,84.6,220,13.3,6.2,2.3,9.3,59.1,,42nd overall,2nd round,Indiana Pacers,2011,10-Jun,,Davis Bertans,Power Forward,Right,225lb
biyombi01,28-Aug-92,"Lubumbashi, Democratic Republic of the Congo",0.5,51.7,0,57.1,583,12.8,4.9,6.3,22.9,51.7,,7th overall,1st round,Sacramento Kings,2011,9-Jun,,Bismack Biyombo,Center,Right,255lb
bogdabo02,18-Apr-89,"Mostar, Bosnia and Herzegovina",1.4,46.3,38.9,84.6,399,13.4,13.3,3.4,18.4,54.7,,31st overall,2nd round,Miami Heat,2011,8-Jun,,Bojan Bogdanovic,Small Forward,Right,216lb
brookma01,26-Jan-89,"Long Branch, New Jersey",1.4,44.7,34.5,75.1,200,13.9,8,2.1,3.3,48.7,Providence College,25th overall,1st round,Boston Celtics,2011,5-Jun,"Tucker in Stone Mountain, Georgia",MarShon Brooks,Shooting Guard,Right,200lb
burksal01,20-Jul-91,"Grandview, Missouri",1.7,42.3,35.5,77.1,429,13.6,9.5,3,13,46.6,University of Colorado,12th overall,1st round,Utah Jazz,2011,6-Jun,"Grandview in Grandview, Missouri",Alec Burks,Shooting Guard,Right,214lb
butleji01,14-Sep-89,"Houston, Texas",3.5,45.4,34.1,83.5,523,20,16.7,4.9,66.1,49.1,Marquette University,30th overall,1st round,Chicago Bulls,2011,8-Jun,"Tomball in Tomball, Texas",Jimmy Butler,Shooting Guard and Small Forward,Right,232lb
coleno01,13-Oct-88,"Dayton, Ohio",2.7,40.7,32.4,74.3,360,9.2,7,2,3,44.9,Cleveland State University,28th overall,1st round,Chicago Bulls,2011,2-Jun,"Paul Laurence Dunbar in Dayton, Ohio",Norris Cole,Point Guard,Right,175lb
farieke01,19-Nov-89,"Newark, New Jersey",1,54.6,22.2,65.4,478,19.7,11.4,8.1,38.8,54.8,Morehead State University,22nd overall,1st round,Denver Nuggets,2011,8-Jun,"Technology in Newark, New Jersey",Kenneth Faried,Center and Power Forward,Right,220lb
fredeji01,25-Feb-89,"Glens Falls, New York",1.4,40.9,37.2,87.9,241,12.5,6,1,2.2,48.4,Brigham Young University,10th overall,1st round,Milwaukee Bucks,2011,2-Jun,"Glens Falls in Glens Falls, New York",Jimmer Fredette,Shooting Guard and Point Guard,Right,195lb
goudean01,7-Dec-88,"Gainesville, Georgia",0.5,39.3,34.5,87.5,49,8.6,4,0.7,0,46.7,College of Charleston,46th overall,2nd round,Los Angeles Lakers,2011,3-Jun,"Stone Mountain in Stone Mountain, Georgia",Andrew Goudelock,Point Guard and Shooting Guard,Right,200lb
hamiljo02,6-Oct-90,"Los Angeles, California",0.8,40.8,35.7,67,151,13.4,5.9,2.8,3,48.9,University of Texas at Austin,26th overall,1st round,Dallas Mavericks,2011,7-Jun,"Dominguez in Compton, California",Jordan Hamilton,Small Forward,Right,220lb
harpeju01,30-Aug-89,"Richmond, Virginia",0.2,34,27.6,33.3,22,3.6,2,0.8,-0.3,41.5,University of Richmond,32nd overall,2nd round,Cleveland Cavaliers,2011,10-Jun,"Meadowbrook in Richmond, Virginia",Justin Harper,Power Forward,Right,225lb
harrejo01,12-Feb-89,"St. Charles, Missouri",0.3,43.8,34.7,62.9,75,13.4,3.5,3,2.1,50.6,University of Kentucky,45th overall,2nd round,New Orleans Hornets,2011,10-Jun,"St. Charles in St. Charles, Missouri",Josh Harrellson,Power Forward and Center,Right,275lb
harrito02,15-Jul-92,"Islip, New York",1.9,47.1,36.4,82.2,546,16.7,15.4,6,39.4,52.1,University of Tennessee,19th overall,1st round,Charlotte Bobcats,2011,9-Jun,"Half Hollow Hills West in Dix Hills, New York",Tobias Harris,Power Forward and Small Forward,Right,235lb
honeyty01,15-Jul-90,"Los Angeles, California",0.4,31.4,20,71.4,24,8.1,1.2,1,-0.1,32.9,"University of California, Los Angeles",35th overall,2nd round,Sacramento Kings,2011,8-Jun,"Sylmar in Sylmar, California",Tyler Honeycutt,Small Forward,Right,188lb
irvinky01,23-Mar-92,"Melbourne, Australia",5.7,46.5,39,87.5,508,22.1,22.2,3.6,58.4,52.5,Duke University,1st overall,1st round,Cleveland Cavaliers,2011,3-Jun,"Saint Patrick in Elizabeth, New Jersey",Kyrie Irving,Point Guard,Right,193lb
jacksre01,16-Apr-90,"Pordenone, Italy",4.4,42.9,33.3,85.9,530,16.1,12.9,3,28.2,47.9,Boston College,24th overall,1st round,Oklahoma City Thunder,2011,3-Jun,"Palmer in Colorado Springs, Colorado",Reggie Jackson,Point Guard,Right,208lb
jenkich01,28-Feb-89,"Brooklyn, New York",1.9,43.4,18.2,75.4,110,10.7,3.7,0.9,0.5,43.9,Hofstra University,44th overall,2nd round,Golden State Warriors,2011,3-Jun,"Springfield Gardens in Queens, New York",Charles Jenkins,Point Guard and Shooting Guard,Right,220lb
johnsja02,8-Feb-89,"Indianapolis, Indiana",0.2,44.6,-,66.7,36,11.4,3.2,1.6,0.2,44.6,Purdue University,27th overall,1st round,New Jersey Nets,2011,10-Jun,"Franklin Central in Indianapolis, Indiana",JaJuan Johnson,Power Forward,Right,221lb
josepco01,20-Aug-91,"Toronto, Canada",2.8,44.4,32.7,76.1,528,12.5,6.9,2.6,21.8,48,University of Texas at Austin,29th overall,1st round,San Antonio Spurs,2011,3-Jun,"Findlay College Prep in Henderson, Nevada",Cory Joseph,Point Guard and Shooting Guard,Right,193lb
kanteen01,20-May-92,"Zurich, Switzerland",0.8,54.1,29.4,78,583,20.6,11.9,7.6,39.6,54.5,,3rd overall,1st round,Utah Jazz,2011,11-Jun,"Stoneridge Preparatory School in Simi Valley, California",Enes Kanter,Center,Right,250lb
knighbr03,2-Dec-91,"Miami, Florida",4,41.3,35.4,81.2,421,13.9,14.5,3.2,11.6,47.6,University of Kentucky,8th overall,1st round,Detroit Pistons,2011,3-Jun,"Pine Crest School in Fort Lauderdale, Florida",Brandon Knight,Point Guard and Shooting Guard,Right,195lb
leema01,22-May-90,"Riverside, California",1.4,38.2,29.4,70.3,36,9.5,3.9,1.8,0.4,41.9,"University of California, Los Angeles",43rd overall,2nd round,Chicago Bulls,2011,5-Jun,"John W. North in Riverside, California",Malcolm Lee,Shooting Guard,Right,200lb
leonaka01,29-Jun-91,"Riverside, California",2.4,49.5,38.3,84.8,467,22.6,17.7,6.3,65.8,54.8,San Diego State University,15th overall,1st round,Indiana Pacers,2011,7-Jun,"King in Riverside, California",Kawhi Leonard,Small Forward,Right,230lb
leslitr01,29-Mar-90,"Atlanta, Georgia",0.5,35.7,-,44.4,10,14.6,1.4,0.9,0.1,35.7,University of Georgia,47th overall,2nd round,Los Angeles Clippers,2011,4-Jun,"Columbia in Decatur, Georgia",Travis Leslie,Shooting Guard,Right,205lb
leuerjo01,14-May-89,"Long Lake, Minnesota",0.8,48.4,32.8,76.7,377,14.5,6.4,3.8,13.2,51.5,University of Wisconsin,40th overall,2nd round,Milwaukee Bucks,2011,10-Jun,"Orono in Orono, Minnesota",Jon Leuer,Center and Power Forward,Right,228lb
liggide01,31-Mar-88,"Chicago, Illinois",0.7,40.2,35.2,54.9,177,7.3,2,1.4,1.6,46.9,University of Kentucky,53rd overall,2nd round,Orlando Magic,2011,6-Jun,"Findlay College Prep in Las Vegas, Nevada",DeAndre Liggins,Shooting Guard and Small Forward,Right,209lb
macksh01,22-Apr-90,"Lexington, Kentucky",3.1,42.3,33,73.1,456,12.3,6.6,2,10.3,47.8,Butler University,34th overall,2nd round,Washington Wizards,2011,3-Jun,"Bryan Station in Lexington, Kentucky",Shelvin Mack,Shooting Guard and Point Guard,Right,203lb
macklve01,20-Sep-86,"Portsmouth, Virginia",0.2,54.3,-,57.1,23,18.2,2,1.5,0.5,54.3,"Georgetown University, University of Florida",52nd overall,2nd round,Detroit Pistons,2011,10-Jun,"Hargrave Military Academy in Chatham, Virginia",Vernon Macklin,Center,Right,227lb
mirotni01,11-Feb-91,"Podgorica, Montenegro",1.3,42.3,35.9,80.8,319,16.7,12.3,5.9,20.8,52.2,,23rd overall,1st round,Houston Rockets,2011,10-Jun,,Nikola Mirotic,Power Forward,Right,250lb
mooreet01,25-Feb-89,"East Chicago, Indiana",1.8,45.8,39.2,74.4,515,11.4,8,2,13.5,52.4,Purdue University,55th overall,2nd round,Boston Celtics,2011,4-Jun,"East Chicago in East Chicago, Indiana",E'Twaun Moore,Point Guard and Shooting Guard,Right,191lb
morrida01,3-Jan-91,"Los Angeles, California",1.4,38.4,32.2,63,132,7.7,3.3,1,-0.3,43.9,University of Michigan,41st overall,2nd round,Los Angeles Lakers,2011,4-Jun,"Windward in Los Angeles, California",Darius Morris,Point Guard,Right,190lb
morrima03,2-Sep-89,"Philadelphia, Pennsylvania",1.5,43.1,36,74.7,545,13.2,11.5,4.6,26.8,50.1,University of Kansas,14th overall,1st round,Houston Rockets,2011,9-Jun,"APEX Academy in Pennsauken, New Jersey",Marcus Morris,Small Forward and Power Forward,Right,235lb
morrima02,2-Sep-89,"Philadelphia, Pennsylvania",1.7,44.9,33.8,77.8,579,14.1,11.6,5.5,23.7,48.7,University of Kansas,13th overall,1st round,Phoenix Suns,2011,10-Jun,"APEX Academy in Pennsauken, New Jersey",Markieff Morris,Power Forward,Right,245lb
motiedo01,20-Sep-90,"Kaunas, Lithuania",1.1,46.9,30,59.7,251,12.4,7.3,3.8,7.1,50.8,,20th overall,1st round,Minnesota Timberwolves,2011,Jul-00,,Donatas Motiejunas,Power Forward,Left,222lb
parsoch01,25-Oct-88,"Casselberry, Florida",2.8,46.2,37.3,71.3,435,14.7,12.8,4.5,29,53.7,University of Florida,38th overall,2nd round,Houston Rockets,2011,10-Jun,"Lake Howell in Winter Park, Florida",Chandler Parsons,Small Forward,Right,230lb
selbyjo01,27-Mar-91,"Baltimore, Maryland",0.9,33,14.3,72,38,2.7,2.2,0.5,-0.7,34.6,University of Kansas,49th overall,2nd round,Memphis Grizzlies,2011,2-Jun,"Lake Clifton in Baltimore, Maryland",Josh Selby,Point Guard,Right,183lb
shumpim01,26-Jun-90,"Oak Park, Illinois",1.9,39.3,34,76.6,446,9.8,7.3,3.4,12.9,47.1,Georgia Institute of Technology,17th overall,1st round,New York Knicks,2011,5-Jun,"Oak Park and River Forest in Oak Park, Illinois",Iman Shumpert,Shooting Guard and Point Guard,Right,215lb
singlky01,4-May-88,"Medford, Oregon",0.8,41.8,36.2,78.6,356,9.5,6.5,2.9,10,49.3,Duke University,33rd overall,2nd round,Detroit Pistons,2011,8-Jun,"South Medford in Medford, Oregon",Kyle Singler,Small Forward,Right,228lb
singlch01,21-Nov-89,"Canton, Georgia",0.6,37.6,31.9,63.3,148,8.2,4.1,3.2,2.3,42.3,Florida State University,18th overall,1st round,Washington Wizards,2011,8-Jun,"Dunwoody in Dunwoody, Georgia",Chris Singleton,Small Forward and Power Forward,Right,230lb
smithno01,25-Jul-88,"Louisville, Kentucky",1.2,37.1,26,71.4,84,7.5,3.3,1,-0.8,40.3,Duke University,21st overall,1st round,Portland Trail Blazers,2011,2-Jun,"Oak Hill Academy in Mouth of Wilson, Virginia",Nolan Smith,Point Guard,Right,185lb
thomais02,7-Feb-89,"Tacoma, Washington",5.1,43.7,36,87.4,485,20.3,18.6,2.5,45.3,50.7,University of Washington,60th overall,2nd round,Sacramento Kings,2011,9-May,"South Kent School in South Kent, Connecticut",Isaiah Thomas,Point Guard and Shooting Guard,Left,185lb
thomptr02,20-May-90,"Long Island, New York",0.1,39.3,30.8,71.4,24,12,2.4,1,0,42.6,University of Georgia,37th overall,2nd round,Los Angeles Clippers,2011,10-Jun,"Wesleyan School in Norcross, Georgia",Trey Thompkins,Center,Right,245lb
thompkl01,8-Feb-90,"Los Angeles, California",2.3,45.9,41.9,84.8,615,16.4,19.5,3.5,46.8,55.1,Washington State University,11th overall,1st round,Golden State Warriors,2011,7-Jun,"Santa Margarita Catholic in Rancho Santa Margarita, California",Klay Thompson,Shooting Guard,Right,215lb
thomptr01,13-Mar-91,"Toronto, Canada",0.9,51.9,0,61,562,15.4,9.2,8.6,40,51.9,University of Texas at Austin,4th overall,1st round,Cleveland Cavaliers,2011,10-Jun,"Findlay College Prep in Henderson, Nevada",Tristan Thompson,Power Forward and Center,Left Right,238lb
tylerje01,21-Jun-91,"San Diego, California",0.2,45,0,55.7,104,11.1,3.6,2.6,0.3,45,,39th overall,2nd round,Charlotte Bobcats,2011,10-Jun,"San Diego in San Diego, California",Jeremy Tyler,Center,Right,260lb
valanjo01,6-May-92,"Utena, Lithuania",0.8,55.8,35.7,78.6,489,19.9,12.1,8.5,45.3,56.4,,5th overall,1st round,Toronto Raptors,2011,Jul-00,,Jonas Valanciunas,Center,Right,265lb
veselja01,24-Apr-90,"Ostrava, Czech Republic",0.6,52.1,0,40.8,162,10.9,3.6,3.5,4,52.1,,6th overall,1st round,Washington Wizards,2011,11-Jun,,Jan Vesely,Power Forward,Right,240lb
vucevni01,24-Oct-90,"Morges, Switzerland",2.4,50.2,33.2,74.1,536,20.3,15.7,10.1,41.7,51.4,University of Southern California,16th overall,1st round,Philadelphia 76ers,2011,Jul-00,"Stoneridge Preparatory School in Simi Valley, California",Nikola Vucevic,Center,Right,260lb
walkeke02,8-May-90,"The Bronx, New York",5.5,41.8,35.7,83.5,605,19.3,19.8,3.8,48.5,48.2,University of Connecticut,9th overall,1st round,Charlotte Bobcats,2011,1-Jun,"Rice in New York, New York",Kemba Walker,Point Guard,Right,184lb
willide02,25-May-91,"Bellflower, California",0.7,43.4,30,71,428,13.4,8.9,4,14.1,47.5,University of Arizona,2nd overall,1st round,Minnesota Timberwolves,2011,8-Jun,"La Mirada in La Mirada, California",Derrick Williams,Power Forward and Small Forward,Right,240lb
willijo03,11-Oct-90,"Torrington, Connecticut",0.3,50.7,-,65.2,43,14.5,4.6,3.6,1.3,50.7,University of Maryland,36th overall,2nd round,New Jersey Nets,2011,10-Jun,"Torrington in Torrington, Connecticut",Jordan Williams,Center,Right,260lb
acyqu01,6-Oct-90,"Tyler, Texas",0.6,44.4,35,75.9,337,11.2,4.9,3.5,8.7,51.3,Baylor University,37th overall,2nd round,Toronto Raptors,2012,7-Jun,"Mesquite Horn in Mesquite, Texas",Quincy Acy,Power Forward and Small Forward,Right,240lb
aldemfu01,9-Aug-91,"Konak, Turkey",0.7,51.3,0,48.1,41,12,2.3,4.3,1.4,51.3,,53rd overall,2nd round,Los Angeles Clippers,2012,10-Jun,,Furkan Aldemir,Power Forward,Right,240lb
barneha02,30-May-92,"Ames, Iowa",1.5,44.6,37.4,79.5,540,13.3,13.6,4.9,29.7,50,University of North Carolina,7th overall,1st round,Golden State Warriors,2012,8-Jun,"Ames in Ames, Iowa",Harrison Barnes,Power Forward and Small Forward,Right,225lb
bartowi01,6-Jan-91,"Baltimore, Maryland",2.4,43.1,34.1,78.8,438,14.4,10.5,3.9,16.4,48.9,University of Memphis,40th overall,2nd round,Portland Trail Blazers,2012,6-Jun,"Brewster Academy in Wolfeboro, New Hampshire",Will Barton,Shooting Guard,Right,190lb
bealbr01,28-Jun-93,"St. Louis, Missouri",3.7,45.2,38.4,79.8,488,17.1,19.8,3.9,36.4,51.9,University of Florida,3rd overall,1st round,Washington Wizards,2012,5-Jun,"Chaminade College Preparatory School in St. Louis, Missouri",Bradley Beal,Shooting Guard,Right,207lb
crowdja01,6-Jul-90,"Villa Rica, Georgia",1.4,42.3,33.9,77.8,543,13,9.5,3.9,28.7,51.1,Marquette University,34th overall,2nd round,Cleveland Cavaliers,2012,6-Jun,"Villa Rica in Villa Rica, Georgia",Jae Crowder,Small Forward,Right,235lb
cunnija01,22-May-91,"Oakland, California",0.5,34.7,30.6,67.4,84,6.8,2.3,0.7,0.2,40.2,Oregon State University,24th overall,1st round,Cleveland Cavaliers,2012,4-Jun,"San Leandro in San Leandro, California",Jared Cunningham,Shooting Guard,Right,195lb
davisan02,11-Mar-93,"Chicago, Illinois",2.1,51.7,31.4,79.5,466,27.4,23.7,10.5,72,52.8,University of Kentucky,1st overall,1st round,New Orleans Hornets,2012,10-Jun,"Perspectives Charter School in Chicago, Illinois",Anthony Davis,Power Forward and Center,Right,253lb
drumman01,10-Aug-93,"Mount Vernon, New York",1.2,54.3,14.7,44.8,542,22.1,14.1,13.7,56.4,54.4,University of Connecticut,9th overall,1st round,Detroit Pistons,2012,11-Jun,"St. Thomas More School in Oakdale, Connecticut",Andre Drummond,Center,Right,279lb
engliki01,24-Sep-88,"Baltimore, Maryland",0.6,37.5,28,72.4,41,7.9,2.9,0.9,0.2,43.8,University of Missouri,44th overall,2nd round,Detroit Pistons,2012,6-Jun,"Notre Dame Preparatory School in Fitchburg, Massachusetts",Kim English,Shooting Guard,Right,200lb
ezelife01,21-Oct-89,"BenCity, Nigeria",0.4,51.3,-,55.7,170,13.4,4.2,4.3,5.9,51.3,Vanderbilt University,30th overall,1st round,Golden State Warriors,2012,11-Jun,"Jesuit in Sacramento, California",Festus Ezeli,Center,Right,255lb
fournev01,29-Oct-92,"Saint-Maurice, France",2.5,44.6,37.1,80.5,457,13.3,13.5,2.8,19.4,52.2,,20th overall,1st round,Denver Nuggets,2012,7-Jun,,Evan Fournier,Small Forward and Shooting Guard,Right,205lb
greendr01,4-Mar-90,"Saginaw, Michigan",4.9,43.9,32.3,70.6,533,15.3,9.1,6.9,43.3,50,Michigan State University,35th overall,2nd round,Golden State Warriors,2012,7-Jun,"Saginaw in Saginaw, Michigan",Draymond Green,Small Forward and Power Forward,Right,230lb
hamilju01,1-Apr-90,"Newport Beach, California",0.8,46.4,30.9,79.8,113,13.9,6.1,3.6,3.7,52.3,"Iowa State University, Louisiana State University",45th overall,2nd round,Philadelphia 76ers,2012,Jul-00,"Lone Peak in Highland, Utah",Justin Hamilton,Center,Right,260lb
harklma01,11-May-93,"Queens, New York",0.9,47.6,32.3,61.4,475,12.5,7.3,3.7,19.2,52.5,St. John's University,15th overall,1st round,Philadelphia 76ers,2012,9-Jun,"South Kent School in South Kent, Connecticut",Maurice Harkless,Small Forward,Right,220lb
hensojo01,28-Dec-90,"Greensboro, North Carolina",1.1,53.9,27.3,57.2,405,17.1,7.8,5.4,19.3,54.2,University of North Carolina,14th overall,1st round,Milwaukee Bucks,2012,11-Jun,"Sickles in Tampa, Florida",John Henson,Center and Power Forward,Right,219lb
