_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
durrade01,20-Oct-60,"Provo, Utah",1.3,41.4,0,68.9,63,8.6,5,2.1,-0.2,41.4,Brigham Young University,25th overall,2nd round,Indiana Pacers,1984,7-Jun,"Provo in Provo, Utah",Devin Durrant,Small Forward,Right,200lb
edelike01,24-May-62,"Heidelburg, Germany",1,30.8,-,37.5,10,3.3,1.1,2.6,0.1,30.8,University of Virginia,140th overall,7th round,Indiana Pacers,1984,8-Jun,"Bayfield in Alexandria, Virginia",Kenton Edelin,Small Forward,Right,205lb
fieldke01,9-Feb-62,"Iowa City, Iowa",1,47.4,18.8,73.3,184,11.7,6.2,2.5,4.2,47.5,"University of California, Los Angeles",21st overall,1st round,Milwaukee Bucks,1984,5-Jun,"Verbum Dei in Los Angeles, California",Kenny Fields,Small Forward,Right,220lb
flemive01,4-Feb-62,"New York, New York",4.8,49.8,18.1,76.4,893,15.1,11.3,3.4,52,50.1,University of Georgia,18th overall,1st round,Indiana Pacers,1984,5-Jun,"Mater Christi in Astoria, New York",Vern Fleming,Point Guard,Right,185lb
gordola01,24-Jun-62,"Jackson, Mississippi",1.5,39.1,27.1,76.7,201,9.4,5.6,1.3,-2.7,40,University of Louisville,8th overall,1st round,Los Angeles Clippers,1984,3-Jun,"Jim Hill in Jackson, Mississippi",Lancaster Gordon,Shooting Guard,Right,185lb
grandji01,4-Oct-60,"Elkhart, Indiana",0.3,51.7,52.9,47.6,26,16.5,3,1.9,0.4,59.5,"University of Florida, University of South Florida",76th overall,4th round,Washington Bullets,1984,Jul-00,"Central in Elkhart, Indiana",Jim Grandholm,Power Forward,Right,235lb
gravebu01,5-Jan-62,"Scarsdale, New York",0.3,33.3,0,20,4,-0.8,1.3,0.5,-0.1,33.3,Yale University,68th overall,3rd round,Philadelphia 76ers,1984,3-Jun,"Scarsdale in Scarsdale, New York",Butch Graves,Shooting Guard,Right,200lb
grayst01,27-May-63,"Panama Canal Zone, Panama",0.4,44.6,0,66.3,386,8.6,2.3,2.6,3.3,44.6,"University of California, Los Angeles",29th overall,2nd round,Indiana Pacers,1984,Jul-00,"John F. Kennedy in Granada Hills, California",Stuart Gray,Center,Right,235lb
henryca01,16-Aug-60,"Hollis, Oklahoma",0.1,46.3,40,70.6,28,12.5,2.8,0.7,0.2,49.3,"Oklahoma City University, University of Kansas",80th overall,4th round,Kansas City Kings,1984,6-Jun,"U.S. Grant in Oklahoma City, Oklahoma",Carl Henry,Shooting Guard,Right,205lb
humphja01,17-Oct-62,"Los Angeles, California",5.5,47.6,29.7,78.2,788,13.9,11.1,2.5,45,49.1,University of Colorado,13th overall,1st round,Phoenix Suns,1984,3-Jun,"Inglewood in Inglewood, California",Jay Humphries,Shooting Guard and Point Guard,Right,185lb
jacksra01,26-Oct-62,"Los Angeles, California",4,33.3,-,-,1,15.6,2,1,0,33.3,"University of California, Los Angeles",71st overall,4th round,Indiana Pacers,1984,2-Jun,"Inglewood in Inglewood, California",Ralph Jackson,Point Guard,Right,190lb
jonesch02,12-Jan-62,"Scooba, Mississippi",1,49.3,11.1,61.1,201,12.2,5,3.8,4.5,49.4,University of Louisville,36th overall,2nd round,Phoenix Suns,1984,8-Jun,"East Kemper in Scooba, Mississippi",Charles Jones,Center and Power Forward,Right,215lb
jonesea01,13-Jan-61,"Oak Hill, West Virginia",0.3,38.5,-,75,14,0.2,0.9,0.7,-0.1,38.5,University of the District of Columbia,23rd overall,1st round,Los Angeles Lakers,1984,Jul-00,"Spingarn in Washington, District of Columbia",Earl Jones,Center,Right,210lb
jonesoz01,20-Nov-60,"Long Beach, California",0.8,58.2,0,39.8,70,11.1,3.5,3.4,1.2,58.2,"Wichita State University, California State University, Fullerton",90th overall,4th round,San Antonio Spurs,1984,11-Jun,"Long Beach Polytechnic in Long Beach, California",Ozell Jones,Center,Right,235lb
jordami01,17-Feb-63,"Brooklyn, New York",5.3,49.7,32.7,83.5,1072,27.9,30.1,6.2,214,50.9,University of North Carolina,3rd overall,1st round,Chicago Bulls,1984,6-Jun,"Emsley A. Laney in Wilmington, North Carolina",Michael Jordan,Small Forward and Shooting Guard,Right,195lb
kerseje01,26-Jun-62,"Clarksville, Virginia",1.9,46.5,20.1,69,1153,14.9,10.3,5.5,69.5,46.7,Longwood University,46th overall,2nd round,Portland Trail Blazers,1984,7-Jun,"Bluestone in Skipworth, Virginia",Jerome Kersey,Small Forward,Right,215lb
martibr01,18-Aug-62,"Fort Smith, Arkansas",0,42.9,-,0,8,-1.6,0.8,0.5,-0.1,42.9,University of Kansas,185th overall,9th round,Indiana Pacers,1984,9-Jun,"Northwest in Wichita, Kansas",Brian Martin,Small Forward and Power Forward,Right,212lb
mccorti01,10-Mar-62,"Detroit, Michigan",1,53.5,6.3,70.3,483,12.8,8.3,4.9,21.5,53.5,University of Michigan,12th overall,1st round,Cleveland Cavaliers,1984,11-Jun,"Clarkston in Clarkston, Michigan",Tim McCormick,Center,Right,240lb
mcdonbe01,20-Jul-62,"Torrance, California",1.3,46.8,22.7,72.7,176,8.3,6,3.2,2.5,47.3,"University of California, Irvine",50th overall,3rd round,Cleveland Cavaliers,1984,8-Jun,"Long Beach Polytechnic in Long Beach, California",Ben McDonald,Power Forward and Small Forward,Right,210lb
murphja01,26-Jun-62,"Meriden, Connecticut",0.2,33.2,0,60.7,67,6.7,2.4,1.7,-0.5,33.2,Boston College,31st overall,2nd round,Golden State Warriors,1984,9-Jun,"Maloney in Meriden, Connecticut",Jay Murphy,Power Forward and Small Forward,Right,220lb
olajuha01,21-Jan-63,"Lagos, Nigeria",2.5,51.2,20.2,71.2,1238,23.6,21.8,11.1,162.8,51.3,University of Houston,1st overall,1st round,Houston Rockets,1984,Jul-00,"Muslim Teachers College in Lagos, Nigeria",Hakeem Olajuwon,Center,Right,255lb
perkisa01,14-Jun-61,"Brooklyn, New York",1.5,45.9,36.2,81.1,1286,15.5,11.9,6,105.4,49.4,University of North Carolina,4th overall,1st round,Dallas Mavericks,1984,9-Jun,"Shaker in Latham, New York",Sam Perkins,Power Forward and Small Forward and Center,Left,235lb
peterji01,22-Feb-62,"Minneapolis, Minnesota",1,48.6,7.1,72.5,491,11,6.9,4.8,13.8,48.6,University of Minnesota,51st overall,3rd round,Houston Rockets,1984,10-Jun,"St. Louis Park in St. Louis Park, Minnesota",Jim Petersen,Center and Power Forward,Right,235lb
plummga01,21-Feb-62,"Highland Park, Michigan",0.5,43,14.3,71.7,126,8.1,4.2,2.4,0.2,43.2,Boston University,45th overall,2nd round,Golden State Warriors,1984,9-Jun,"Osborn in Detroit, Michigan",Gary Plummer,Power Forward,Right,215lb
popeda01,15-Apr-62,"Newport News, Virginia",0.3,35.6,50,52.9,33,4.7,1.9,0.9,-0.1,36.3,Norfolk State University,62nd overall,3rd round,Utah Jazz,1984,7-Jun,"Menchville in Newport News, Virginia",David Pope,Small Forward,Right,220lb
roberal01,22-Jul-62,"Barberton, Ohio",5,47.7,29.5,74.3,779,17,14,5.2,52.1,49,University of Arkansas,7th overall,1st round,San Antonio Spurs,1984,3-Jun,"Barberton in Barberton, Ohio",Alvin Robertson,Shooting Guard,Right,185lb
rowinji01,4-Jan-61,"Long Island, New York",0.2,41.7,-,84.4,23,13.8,2.5,1.5,0.3,41.7,Purdue University,86th overall,4th round,Utah Jazz,1984,8-Jun,"Syosset in Syosset, New York",Jim Rowinski,Center and Power Forward,Right,250lb
sewelto01,11-Mar-62,"Pensacola, Florida",0.3,25,0,50,21,-2.7,1,0.2,-0.4,25,Lamar University,22nd overall,1st round,Philadelphia 76ers,1984,5-Jun,"Booker T. Washington in Pensacola, Florida",Tom Sewell,Shooting Guard,Right,185lb
singlmc01,29-Oct-61,"Memphis, Tennessee",0.5,66.7,0,-,2,13.3,2,0,0,66.7,University of Alabama at Birmingham,120th overall,6th round,Milwaukee Bucks,1984,5-Jun,"Booker T. Washington in Memphis, Tennessee",McKinley Singleton,Point Guard,Right,175lb
sittoch01,3-Jul-62,"McMinnville, Oregon",0.6,41.5,0,52,43,8,2.1,1.4,0.1,41.5,Oregon State University,38th overall,2nd round,Dallas Mavericks,1984,8-Jun,"McMinnville in McMinnville, Oregon",Charlie Sitton,Small Forward,Right,210lb
slubyto01,18-Feb-62,"Washington, District of Columbia",0.5,51.7,0,61.9,31,12.2,2.4,0.4,0.2,51.7,University of Notre Dame,41st overall,2nd round,Dallas Mavericks,1984,4-Jun,"Gonzaga in Washington, District of Columbia",Tom Sluby,Shooting Guard,Right,200lb
stanste01,27-Feb-61,"Wilmington, Delaware",2,44.4,22.4,77.9,192,9.9,6.3,1.4,2.4,45.5,Temple University,15th overall,1st round,Dallas Mavericks,1984,5-Jun,"Newark in Newark, Delaware",Terence Stansbury,Shooting Guard,Right,170lb
stockjo01,26-Mar-62,"Spokane, Washington",10.5,51.5,38.4,82.6,1504,21.8,13.1,2.7,207.7,54.6,Gonzaga University,16th overall,1st round,Utah Jazz,1984,1-Jun,"Gonzaga Preparatory School in Spokane, Washington",John Stockton,Point Guard,Right,170lb
thompbe01,30-Aug-62,"Phoenix, Arizona",1.3,43.9,0,78.9,204,10.2,5.3,1.7,3.4,43.9,"California State University, Fresno",19th overall,1st round,Portland Trail Blazers,1984,6-Jun,"South Mountain in Phoenix, Arizona",Bernard Thompson,Small Forward and Power Forward and Shooting Guard,Right,210lb
thornbo01,10-Jul-62,"Los Angeles, California",0.3,44.4,22.2,55.8,283,6.2,3,2.5,1.3,44.6,"University of California, Irvine",87th overall,4th round,New York Knicks,1984,10-Jun,"Mission Viejo in Mission Viejo, California",Bob Thornton,Power Forward,Right,225lb
thorpot01,5-Aug-62,"Boynton Beach, Florida",2.2,54.6,4.7,68.7,1257,16,14,8.2,106.4,54.6,Providence College,9th overall,1st round,Kansas City Kings,1984,9-Jun,"Lake Worth Community in Lake Worth, Florida",Otis Thorpe,Center and Power Forward,Right,225lb
turneje01,9-Apr-62,"Bangor, Maine",1,46.7,34.4,76.9,612,8.4,6,3.3,8.9,47.8,Vanderbilt University,17th overall,1st round,New Jersey Nets,1984,9-Jun,"Brandon in Brandon, Florida",Jeff Turner,Small Forward and Power Forward,Left,230lb
turpime01,28-Dec-60,"Lexington, Kentucky",0.5,51.6,11.1,77.7,361,14.3,8.5,4.6,13.7,51.6,University of Kentucky,6th overall,1st round,Washington Bullets,1984,11-Jun,"Bryan Station in Lexington, Kentucky",Melvin Turpin,Center,Right,240lb
whitewi01,20-Aug-62,"Memphis, Tennessee",1,43.2,31.3,74.1,82,13.2,3.7,1,0.3,44.9,University of Tennessee at Chattanooga,42nd overall,2nd round,Denver Nuggets,1984,3-Jun,"Carver in Memphis, Tennessee",Willie White,Shooting Guard,Right,195lb
wilkied01,7-May-62,"Cartersville, Georgia",0.2,47,0,56.4,322,10.2,4.8,3.1,2.5,47,Gardner-Webb University,133rd overall,6th round,New York Knicks,1984,10-Jun,"Cass in Cartersville, Georgia",Eddie Lee Wilkins,Center and Power Forward,Right,220lb
willike02,6-Sep-62,"Los Angeles, California",0.9,48.7,21.1,71.3,1424,15.7,12.1,8.4,81.8,48.8,Michigan State University,11th overall,1st round,Atlanta Hawks,1984,Jul-00,"Pershing in Detroit, Michigan",Kevin Willis,Power Forward and Center,Right,220lb
wilsoot01,26-Oct-61,"Alexandria, Virginia",3.3,45.4,17.6,74.6,127,11.3,4.2,1.7,1.4,46,University of Virginia,35th overall,2nd round,Golden State Warriors,1984,Jun-00,"Gar-Field in Woodbridge, Virginia",Othell Wilson,Point Guard,Right,190lb
woodle01,25-Mar-62,"Columbia, South Carolina",3.2,39.2,32.6,79.2,274,12.6,6.4,1.2,6.7,44.9,"University of Arizona, California State University, Fullerton",10th overall,1st round,Philadelphia 76ers,1984,3-Jun,"St. Monica in Santa Monica, California",Leon Wood,Point Guard and Shooting Guard,Right,185lb
youngda01,26-Jul-62,"Raleigh, North Carolina",2.9,43.7,32.7,83.5,574,12.2,4.6,1.2,20.2,48,Wake Forest University,39th overall,2nd round,Seattle SuperSonics,1984,3-Jun,"Enloe in Raleigh, North Carolina",Danny Young,Point Guard,Right,175lb
youngmi01,2-Jan-61,"Houston, Texas",0.5,46.5,29.6,71.1,49,15.5,4.6,1.8,1.1,48.5,University of Houston,24th overall,1st round,Boston Celtics,1984,7-Jun,"Jack Yates in Houston, Texas",Michael Young,Small Forward,Right,220lb
acresma01,15-Nov-62,"Inglewood, California",0.5,50.6,53.8,66.5,375,9,3.6,4.1,9.3,50.9,Oral Roberts University,40th overall,2nd round,Dallas Mavericks,1985,11-Jun,"Palos Verdes in Palos Verdes Estates, California",Mark Acres,Center,Right,220lb
adamsmi01,19-Jan-63,"Hartford, Connecticut",6.4,41.5,33.2,84.9,653,16.6,14.7,2.9,46.9,47.5,Boston College,66th overall,3rd round,Sacramento Kings,1985,10-May,"Hartford Public in Hartford, Connecticut",Michael Adams,Point Guard,Right,162lb
battljo01,9-Nov-62,"Washington, District of Columbia",2.1,46.4,27.3,79.3,612,13.7,8.7,1.3,17.9,47.1,Rutgers University,84th overall,4th round,Atlanta Hawks,1985,2-Jun,"McKinley in Washington, District of Columbia",John Battle,Shooting Guard,Right,175lb
benjabe01,22-Nov-64,"Monroe, Louisiana",1.3,49.7,4.8,72.1,807,14.8,11.4,7.5,32.7,49.7,Creighton University,3rd overall,1st round,Los Angeles Clippers,1985,Jul-00,"Carroll in Monroe, Louisiana",Benoit Benjamin,Center,Right,250lb
blabuw01,26-Mar-62,"Munich, Germany",0.4,43.3,-,60.8,235,6.6,2.1,1.8,0.4,43.3,Indiana University,17th overall,1st round,Dallas Mavericks,1985,1-Jul,"Effingham in Effingham, Illinois",Uwe Blab,Center,Right,252lb
brancad01,17-Nov-63,"Washington, District of Columbia",0.7,45.5,23.1,74.4,130,15.1,6.4,1.9,2.1,46.1,University of Maryland,46th overall,2nd round,Chicago Bulls,1985,7-Jun,"DeMatha Catholic in Hyattsville, Maryland",Adrian Branch,Small Forward,Right,185lb
brittmi01,21-Jun-63,"Clearwater, Florida",0.2,50,-,52.4,38,4.7,1.7,1.4,-0.1,50,University of South Carolina,29th overall,2nd round,San Antonio Spurs,1985,Jul-00,"Clearwater in Clearwater, Florida",Mike Brittain,Center,Right,235lb
brownmi01,19-Jul-63,"Newark, New Jersey",0.7,45.5,12.5,69,626,9.7,5,4.4,15.9,45.5,George Washington University,69th overall,3rd round,Chicago Bulls,1985,9-Jun,"Clifford J. Scott in East Orange, New Jersey",Mike Brown,Center,Right,257lb
catlete01,22-Aug-63,"Houston, Mississippi",0.9,48.5,9.4,65.4,515,14.1,12.7,6.4,20.9,48.5,University of South Alabama,21st overall,1st round,Philadelphia 76ers,1985,8-Jun,"Houston in Houston, Mississippi",Terry Catledge,Power Forward,Right,220lb
charllo01,25-Nov-63,"Brooklyn, New York",0.2,55.7,-,66.7,36,11.5,3.4,1.1,0.5,55.7,North Carolina State University,41st overall,2nd round,Atlanta Hawks,1985,7-Jun,"Brooklyn Technical in Brooklyn, New York",Lorenzo Charles,Small Forward,Right,225lb
cofiefr01,4-Jan-62,"Ypsilanti, Michigan",1.7,39.5,18.8,60,50,7.7,3.4,1,-0.5,40.3,"University of Oregon, Eastern Michigan University",73rd overall,4th round,New York Knicks,1985,3-Jun,"Ypsilanti in Ypsilanti, Michigan",Fred Cofield,Point Guard,Right,190lb
corbity01,31-Dec-62,"Columbia, South Carolina",1.8,45.6,29.9,79.1,1065,13.1,9.2,4.7,56.5,46.8,DePaul University,35th overall,2nd round,San Antonio Spurs,1985,6-Jun,"A.C. Flora in Columbia, South Carolina",Tyrone Corbin,Small Forward,Right,210lb
davisma01,8-Jun-63,"Chesapeake, Virginia",0.4,48,10,82.4,33,15,3.8,1.1,0.7,48.5,Old Dominion University,79th overall,4th round,Cleveland Cavaliers,1985,6-Jun,"Great Bridge in Chesapeake, Virginia",Mark Davis,Small Forward,Right,195lb
dumarjo01,24-May-63,"Shreveport, Louisiana",4.5,46,38.2,84.3,1018,15.3,16.1,2.2,86.2,49.8,McNeese State University,18th overall,1st round,Detroit Pistons,1985,3-Jun,"Natchitoches Central in Natchitoches, Louisiana",Joe Dumars,Point Guard and Shooting Guard,Right,190lb
eliema01,26-Nov-63,"New York, New York",2.6,47.3,36.5,85.4,732,13.1,8.6,2.8,48.9,53.7,American International College,160th overall,7th round,Milwaukee Bucks,1985,5-Jun,"Power Memorial in New York, New York",Mario Elie,Shooting Guard and Small Forward,Right,210lb
ewingpa01,5-Aug-62,"Kingston, Jamaica",1.9,50.4,15.2,74,1183,21,21,9.8,126.4,50.5,Georgetown University,1st overall,1st round,New York Knicks,1985,Jul-00,"Cambridge Rindge & Latin in Cambridge, Massachusetts",Patrick Ewing,Power Forward and Center,Right,240lb
gervide01,28-Mar-63,"Detroit, Michigan",0.5,43.5,22.6,76.4,77,16.3,8.8,2.3,2.1,44.1,University of Texas at San Antonio,90th overall,4th round,Philadelphia 76ers,1985,8-Jun,"Martin Luther King in Detroit, Michigan",Derrick Gervin,Power Forward,Right,200lb
gloucge01,10-Jan-60,"Triavna, Bulgaria",0.7,40.2,100,57.4,49,5.7,4.9,3.3,-0.5,40.4,,148th overall,7th round,Phoenix Suns,1985,8-Jun,"Jambol in Jambol, Bulgaria",Georgi Glouchkov,Power Forward,Right,235lb
greenac01,4-Oct-63,"Portland, Oregon",1.1,49.4,25.4,73.4,1278,14.4,9.6,7.4,99.5,50.1,Oregon State University,23rd overall,1st round,Los Angeles Lakers,1985,9-Jun,"Benson Polytechnic in Portland, Oregon",A.C. Green,Power Forward and Small Forward,Right,220lb
greenke02,11-Oct-64,"Eustis, Florida",0.3,41.2,0,72.1,60,8.1,4.4,1.7,-0.3,41.2,Wake Forest University,12th overall,1st round,Washington Bullets,1985,6-Jun,"Eustis in Eustis, Florida",Kenny Green,Small Forward,Right,210lb
harrist01,15-Oct-63,"Kansas City, Missouri",1.1,43.4,5,84.2,207,13.3,7,1.8,3.1,43.5,University of Tulsa,19th overall,1st round,Houston Rockets,1985,5-Jun,"Blue Springs in Blue Springs, Missouri",Steve Harris,Shooting Guard,Right,195lb
hugheri01,19-Jul-62,"Chicago, Illinois",0.9,40.9,17.6,58.3,68,8.2,5.2,1.7,-0.5,41.3,Loyola University of Chicago,14th overall,1st round,San Antonio Spurs,1985,5-Jun,"Robeson in Chicago, Illinois",Alfredrick Hughes,Shooting Guard,Right,215lb
johnske01,7-Nov-62,"Tuskegee, Alabama",0.3,52.8,-,43.5,64,9.3,4.1,3.8,0.8,52.8,"University of Southern California, Michigan State University",28th overall,2nd round,Chicago Bulls,1985,8-Jun,"La Jolla in La Jolla, California",Ken Johnson,Power Forward,Right,240lb
josepyv01,31-Oct-57,"Cap-Haitian, Haiti",0,-,-,100,1,12.8,2,0,0,-,Georgia Institute of Technology,36th overall,2nd round,New Jersey Nets,1985,11-Jun,"Notre Dame in Port-au-Prince, Haiti",Yvon Joseph,Center,Right,245lb
keeliha01,18-Sep-63,"New Orleans, Louisiana",0.5,43.6,-,71.4,20,16.1,2.2,0.3,0.1,43.6,Santa Clara University,63rd overall,3rd round,Dallas Mavericks,1985,4-Jun,"Lincoln in San Francisco, California",Harold Keeling,Shooting Guard,Right,185lb
kleinjo01,4-Jan-62,"Colorado Springs, Colorado",0.6,45.3,27.1,79.4,965,10.5,4.8,4.1,19.1,45.4,"University of Notre Dame, University of Arkansas",6th overall,1st round,Sacramento Kings,1985,11-Jun,"Slater in Slater, Missouri",Joe Kleine,Center,Right,255lb
koncajo01,17-May-63,"Cedar Rapids, Iowa",1,47,22.6,59.7,784,9.8,4.5,4.9,29.2,47.3,Southern Methodist University,5th overall,1st round,Atlanta Hawks,1985,Jul-00,"Center in Kansas City, Missouri",Jon Koncak,Center,Right,250lb
leeke01,28-Dec-62,"West Memphis, Arkansas",1,45.1,16.7,74.6,182,12.2,6.1,4.7,3.7,45.2,University of Memphis,11th overall,1st round,Chicago Bulls,1985,10-Jun,"West Memphis in West Memphis, Arkansas",Keith Lee,Power Forward,Right,215lb
lewisra01,28-Mar-63,"Philadelphia, Pennsylvania",0.3,41.4,25,56.2,99,8.5,2.3,1.2,0,41.6,La Salle University,139th overall,6th round,Boston Celtics,1985,6-Jun,"Frankford in Philadelphia, Pennsylvania",Ralph Lewis,Small Forward and Shooting Guard,Right,200lb
malonka01,24-Jul-63,"Summerfield, Louisiana",3.6,51.6,27.4,74.2,1476,23.9,25,10.1,234.6,51.8,Louisiana Tech University,13th overall,1st round,Utah Jazz,1985,9-Jun,"Summerfield in Summerfield, Louisiana",Karl Malone,Power Forward,Right,250lb
martibi01,16-Aug-62,"Washington, District of Columbia",0.7,44.9,0,81.3,84,10.4,4.7,1.6,0.3,44.9,Georgetown University,26th overall,2nd round,Indiana Pacers,1985,7-Jun,"McKinley in Washington, District of Columbia",Bill Martin,Small Forward,Right,205lb
martife01,25-Mar-62,"Madrid, Spain",0.4,29,0,36.4,24,-0.9,0.9,1.2,-0.4,29,,38th overall,2nd round,New Jersey Nets,1985,9-Jun,"Estudiantes in Madrid, Spain",Fernando Martin,Center,Right,220lb
mccladw01,7-Feb-63,"Worcester, Massachusetts",1.5,38.3,11.1,51.4,45,8.3,3.5,0.7,-0.3,38.6,Villanova University,27th overall,2nd round,Indiana Pacers,1985,6-Jun,"Holy Name in Worcester, Massachusetts",Dwayne McClain,Small Forward,Right,185lb
mcdanxa01,4-Jun-63,"Columbia, South Carolina",2,48.5,26.1,71.8,870,16.1,15.6,6.1,47.8,48.9,Wichita State University,4th overall,1st round,Seattle SuperSonics,1985,7-Jun,"A.C. Flora in Columbia, South Carolina",Xavier McDaniel,Small Forward and Power Forward,Right,205lb
mcqueco01,18-Jan-62,"Paris, France",0,100,-,-,3,58.3,2,2.7,0.1,100,North Carolina State University,91st overall,4th round,Milwaukee Bucks,1985,11-Jun,"Bennettsville in Bennettsville, South Carolina",Cozell McQueen,Power Forward,Right,235lb
mitchsa01,2-Sep-63,"Columbus, Georgia",1.1,44.7,22.3,78.4,994,12.6,8.7,3.7,41.7,45.1,Mercer University,54th overall,3rd round,Houston Rockets,1985,6-Jun,"Columbus in Columbus, Georgia",Sam Mitchell,Power Forward and Small Forward,Right,210lb
mullich01,30-Jul-63,"New York, New York",3.5,50.9,38.4,86.5,986,18.8,18.2,4.1,93.1,54,St. John's University,7th overall,1st round,Golden State Warriors,1985,6-Jun,"Xaverian in Brooklyn, New York",Chris Mullin,Small Forward and Shooting Guard,Left,200lb
oaklech01,18-Dec-63,"Cleveland, Ohio",2.5,47.1,25.3,76.1,1282,13.4,9.7,9.5,89.7,47.4,Virginia Union University,9th overall,1st round,Cleveland Cavaliers,1985,8-Jun,"John Hay in Cleveland, Ohio",Charles Oakley,Power Forward and Center,Right,225lb
phelpmi01,3-Oct-61,"Vicksburg, Mississippi",1,41.6,9.1,63.9,132,8.8,3.6,1.1,0.3,41.8,Alcorn State University,144th overall,7th round,Seattle SuperSonics,1985,4-Jun,"Vicksburg in Vicksburg, Mississippi",Michael Phelps,Shooting Guard,Right,180lb
pincked01,27-Mar-63,"Bronx, New York",0.9,53.5,0,76.5,793,14.8,6.8,5,42.7,53.5,Villanova University,10th overall,1st round,Phoenix Suns,1985,9-Jun,"Adlai E. Stevenson in Bronx, New York",Ed Pinckney,Power Forward and Small Forward,Right,195lb
portete01,8-Apr-63,"Milwaukee, Wisconsin",5.6,46.3,38.6,83.6,1274,17.2,12.2,3,110.4,51.8,University of Wisconsin-Stevens Point,24th overall,1st round,Portland Trail Blazers,1985,3-Jun,"South Division in Milwaukee, Wisconsin",Terry Porter,Point Guard,Right,195lb
rasmubl01,13-Nov-62,"Auburn, Washington",0.9,47.2,25.7,76.7,532,13.3,9.6,5.7,19,47.3,University of Oregon,15th overall,1st round,Denver Nuggets,1985,Jul-00,"Auburn in Auburn, Washington",Blair Rasmussen,Center,Right,250lb
reynoje01,23-Dec-62,"Brooklyn, New York",2,41.8,22.6,74.9,443,15,9.1,3,10.5,42.2,Louisiana State University,22nd overall,1st round,Milwaukee Bucks,1985,8-Jun,"Alexander Hamilton in Brooklyn, New York",Jerry Reynolds,Shooting Guard and Small Forward,Right,200lb
rothsc01,3-Jun-63,"Cleveland, Ohio",1.2,37.5,29.1,73,160,10.3,4.7,1.3,1.1,39.3,University of Wisconsin,82nd overall,4th round,San Antonio Spurs,1985,8-Jun,"Brecksville in Brecksville, Ohio",Scott Roth,Small Forward,Left,212lb
ruddde01,8-Nov-62,"Halifax, North Carolina",2.2,41.3,25.7,76.1,239,9.8,3.4,0.8,0.7,44.2,Wake Forest University,83rd overall,4th round,Utah Jazz,1985,2-Jun,"Eastman in Hollister, North Carolina",Delaney Rudd,Shooting Guard and Point Guard,Right,180lb
sabonar01,19-Dec-64,"Kaunas, Lithuania",2.1,50,32.8,78.6,470,21.2,12,7.3,47.3,51.7,,77th overall,4th round,Atlanta Hawks,1985,3-Jul,,Arvydas Sabonis,Center,Right,279lb
schrede01,21-Jan-63,"Leverkusen, Germany",3.4,49.1,38.4,80.3,1136,17.2,13.9,6.2,109.5,51.3,University of Washington,8th overall,1st round,Dallas Mavericks,1985,9-Jun,"Centralia in Centralia, Washington",Detlef Schrempf,Small Forward and Power Forward,Right,214lb
scurrca01,4-Dec-62,"Brooklyn, New York",1.1,48,25,66.6,180,14.1,4.7,2.9,5.3,48.6,Long Island University,37th overall,2nd round,Utah Jazz,1985,7-Jun,"Alexander Hamilton in Brooklyn, New York",Carey Scurry,Small Forward,Right,188lb
shousde01,24-Mar-63,"Terre Haute, Indiana",0.7,0,0,-,3,-6.8,0,0,-0.1,0,University of South Alabama,92nd overall,4th round,Los Angeles Lakers,1985,2-Jun,"North in Terre Haute, Indiana",Dexter Shouse,Point Guard,Right,200lb
smrekmi01,31-Aug-62,"Welland, Canada",0.3,43.1,0,61.7,194,7.4,2.9,2.2,0.7,43.1,Canisius College,25th overall,2nd round,Portland Trail Blazers,1985,Jul-00,"Eastdale in Port Robinson, Canada",Mike Smrek,Power Forward and Center,Right,250lb
steveba01,17-Jan-63,"Flint, Michigan",0,50,-,-,2,15.2,1,1,0,50,Iowa State University,43rd overall,2nd round,Denver Nuggets,1985,5-Jun,"Flint Northwestern in Flint, Michigan",Barry Stevens,Small Forward,Right,195lb
stivral01,29-Nov-62,"Lincoln, Nebraska",0.2,46.5,0,50,22,10.5,2,1,-0.1,46.5,"Creighton University, University of Colorado",75th overall,4th round,Seattle SuperSonics,1985,8-Jun,"East in Lincoln, Nebraska",Alex Stivrins,Power Forward and Small Forward,Right,220lb
stokegr01,5-Aug-63,"New Haven, Connecticut",0.4,44.5,0,69.6,42,9,3.1,1.5,0.3,44.5,University of Iowa,33rd overall,2nd round,Philadelphia 76ers,1985,10-Jun,"Hamilton in Hamilton, Ohio",Greg Stokes,Power Forward,Right,220lb
tisdawa01,9-Jun-64,"Tulsa, Oklahoma",1.3,50.5,0,76,840,15.7,15.3,6.1,45.7,50.5,University of Oklahoma,2nd overall,1st round,Indiana Pacers,1985,9-Jun,"Booker T. Washington in Tulsa, Oklahoma",Wayman Tisdale,Power Forward,Left,240lb
toneyse01,13-Apr-62,"Columbus, Mississippi",2.1,36.5,34.1,78.1,112,7.8,3.7,0.9,0,40.6,University of Dayton,59th overall,3rd round,Atlanta Hawks,1985,2-Jun,"Wilbur Wright in Dayton, Ohio",Sedric Toney,Point Guard,Right,178lb
